prevalence,dependence,ranking,aida_auc,baseline_auc,datasets,budget,pool,images,delta_name,delta,successes,iterations,power,monte_carlo_se,power_wilson95_low,power_wilson95_high,exceeds_expected_errors,pool_unique_errors_per_dataset,mean_aida_unique_errors,mean_baseline_unique_errors,blocks_per_dataset,blocks_total,per_dataset_evidence,evidence,required_active_minutes,status,official_scenario,exploratory,cell_seed
0.135,clustered,large_gap,0.85,0.7,2,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,121.9,109.22,85.95,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,2,480,960,605,B,24.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,121.9,109.22,85.95,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,121.9,109.22,85.95,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,2,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,152.2,136.53,107.22,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,2,600,1200,757,B,30.0,4,60,0.06666666666666667,0.03220305943597653,0.0262,0.1593,False,152.2,136.53,107.22,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,152.2,136.53,107.22,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,120,240,151,A,1.0,49,60,0.8166666666666667,0.04995368225036439,0.7008,0.8944,False,31.6,28.33,22.29,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,120,240,151,B,6.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,31.6,28.33,22.29,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.6,28.33,22.29,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,61.9,55.52,43.8,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,240,480,303,B,12.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,61.9,55.52,43.8,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,61.9,55.52,43.8,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,90.6,81.47,64.72,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,360,720,454,B,18.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,90.6,81.47,64.72,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,90.6,81.47,64.72,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,122.4,109.43,86.91,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,480,960,605,B,24.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,122.4,109.43,86.91,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,122.4,109.43,86.91,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,153.6,137.48,108.34,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,153.6,137.48,108.34,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,153.6,137.48,108.34,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,120,240,151,A,1.0,52,60,0.8666666666666667,0.04388537257362555,0.7583,0.9309,False,30.9,27.8,22.0,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,120,240,151,B,6.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,30.9,27.8,22.0,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.9,27.8,22.0,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,61.4,55.16,43.14,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,240,480,303,B,12.0,3,60,0.05,0.028136571693556888,0.0171,0.137,False,61.4,55.16,43.14,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,61.4,55.16,43.14,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,91.5,81.76,64.78,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,91.5,81.76,64.78,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,91.5,81.76,64.78,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,121.3,108.98,85.28,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,480,960,605,B,24.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,121.3,108.98,85.28,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,121.3,108.98,85.28,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,154.1,138.1,109.47,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,154.1,138.1,109.47,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.135_clustered_large_gap
0.135,clustered,large_gap,0.85,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,154.1,138.1,109.47,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.135_clustered_large_gap
0.25,independent,small_gap,0.75,0.7,1,120,240,151,A,1.0,4,60,0.06666666666666667,0.03220305943597653,0.0262,0.1593,False,60.9,43.85,41.3,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,60.9,43.85,41.3,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,60.9,43.85,41.3,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,240,480,303,A,1.0,9,60,0.15,0.046097722286464436,0.081,0.2611,False,120.9,86.62,80.38,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,120.9,86.62,80.38,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,120.9,86.62,80.38,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,360,720,454,A,1.0,11,60,0.18333333333333332,0.04995368225036439,0.1056,0.2992,False,177.9,128.22,119.42,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,177.9,128.22,119.42,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,177.9,128.22,119.42,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,480,960,605,A,1.0,12,60,0.2,0.051639777949432225,0.1183,0.3178,False,238.6,171.57,159.2,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,238.6,171.57,159.2,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,238.6,171.57,159.2,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,600,1200,757,A,1.0,15,60,0.25,0.05590169943749474,0.1578,0.3723,False,295.5,212.82,197.7,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,295.5,212.82,197.7,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,295.5,212.82,197.7,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,120,240,151,A,1.0,8,60,0.13333333333333333,0.043885372573625556,0.0691,0.2417,False,60.8,43.77,40.17,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,60.8,43.77,40.17,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,60.8,43.77,40.17,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,240,480,303,A,1.0,11,60,0.18333333333333332,0.04995368225036439,0.1056,0.2992,False,120.9,87.1,81.33,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,120.9,87.1,81.33,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,120.9,87.1,81.33,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,360,720,454,A,1.0,20,60,0.3333333333333333,0.06085806194501846,0.2273,0.4594,False,181.3,130.78,121.69,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,181.3,130.78,121.69,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,181.3,130.78,121.69,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,480,960,605,A,1.0,19,60,0.31666666666666665,0.06005398805642704,0.2131,0.4423,False,239.8,172.44,160.99,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,239.8,172.44,160.99,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,239.8,172.44,160.99,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,600,1200,757,A,1.0,33,60,0.55,0.06422616289332565,0.4249,0.6691,False,299.1,215.42,199.98,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,299.1,215.42,199.98,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,299.1,215.42,199.98,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,120,240,151,A,1.0,7,60,0.11666666666666667,0.04144384867012947,0.0577,0.2218,False,59.4,42.43,39.76,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,59.4,42.43,39.76,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,59.4,42.43,39.76,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,240,480,303,A,1.0,14,60,0.23333333333333334,0.054602943890247176,0.1444,0.3544,False,118.4,85.09,79.47,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,118.4,85.09,79.47,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,118.4,85.09,79.47,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,360,720,454,A,1.0,26,60,0.43333333333333335,0.06397337409104348,0.3157,0.559,False,180.2,129.95,121.23,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,180.2,129.95,121.23,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,180.2,129.95,121.23,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,480,960,605,A,1.0,32,60,0.5333333333333333,0.06440611887195306,0.4089,0.6537,False,242.8,175.16,162.78,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,242.8,175.16,162.78,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,242.8,175.16,162.78,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,600,1200,757,A,1.0,45,60,0.75,0.05590169943749474,0.6277,0.8422,False,301.4,216.44,201.37,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,301.4,216.44,201.37,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,301.4,216.44,201.37,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,120,240,151,A,1.0,9,60,0.15,0.046097722286464436,0.081,0.2611,False,59.3,42.7,39.8,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,59.3,42.7,39.8,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,59.3,42.7,39.8,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,240,480,303,A,1.0,19,60,0.31666666666666665,0.06005398805642704,0.2131,0.4423,False,120.2,86.4,80.83,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,120.2,86.4,80.83,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,120.2,86.4,80.83,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,360,720,454,A,1.0,31,60,0.5166666666666667,0.06451385151296608,0.3931,0.6382,False,179.7,129.05,120.5,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,179.7,129.05,120.5,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,179.7,129.05,120.5,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,480,960,605,A,1.0,42,60,0.7,0.05916079783099616,0.5749,0.801,False,239.5,172.58,160.16,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,239.5,172.58,160.16,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,239.5,172.58,160.16,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,600,1200,757,A,1.0,46,60,0.7666666666666667,0.054602943890247176,0.6456,0.8556,False,300.6,215.53,200.53,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,300.6,215.53,200.53,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_independent_small_gap
0.25,independent,small_gap,0.75,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,300.6,215.53,200.53,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_independent_small_gap
0.25,independent,large_gap,0.85,0.7,1,120,240,151,A,1.0,34,60,0.5666666666666667,0.06397337409104348,0.441,0.6843,False,59.5,49.68,39.62,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,120,240,151,B,6.0,11,60,0.18333333333333332,0.04995368225036439,0.1056,0.2992,False,59.5,49.68,39.62,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,59.5,49.68,39.62,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,240,480,303,A,1.0,55,60,0.9166666666666666,0.035681201607403144,0.8193,0.9639,False,120.2,101.2,80.63,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,240,480,303,B,12.0,12,60,0.2,0.051639777949432225,0.1183,0.3178,False,120.2,101.2,80.63,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,120.2,101.2,80.63,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,180.1,150.23,119.82,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,360,720,454,B,18.0,22,60,0.36666666666666664,0.062212300796308524,0.2562,0.4932,False,180.1,150.23,119.82,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,180.1,150.23,119.82,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,238.5,200.28,160.38,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,480,960,605,B,24.0,28,60,0.4666666666666667,0.06440611887195306,0.3463,0.5911,False,238.5,200.28,160.38,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_independent_large_gap
