prevalence,dependence,ranking,aida_auc,baseline_auc,datasets,budget,pool,images,delta_name,delta,successes,iterations,power,monte_carlo_se,power_wilson95_low,power_wilson95_high,exceeds_expected_errors,pool_unique_errors_per_dataset,mean_aida_unique_errors,mean_baseline_unique_errors,blocks_per_dataset,blocks_total,per_dataset_evidence,evidence,required_active_minutes,status,official_scenario,exploratory,cell_seed
0.065,independent,small_gap,0.75,0.7,1,120,240,151,A,1.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,11.75,10.9,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,11.75,10.9,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,11.75,10.9,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,240,480,303,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,31.7,25.03,23.13,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.7,25.03,23.13,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.7,25.03,23.13,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,360,720,454,A,1.0,3,60,0.05,0.028136571693556888,0.0171,0.137,False,46.3,35.72,32.32,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.3,35.72,32.32,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.3,35.72,32.32,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,480,960,605,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,63.2,49.03,44.55,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,63.2,49.03,44.55,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,63.2,49.03,44.55,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,600,1200,757,A,1.0,5,60,0.08333333333333333,0.03568120160740314,0.0361,0.1807,False,78.3,61.03,55.6,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,78.3,61.03,55.6,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,78.3,61.03,55.6,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,120,240,151,A,1.0,4,60,0.06666666666666667,0.03220305943597653,0.0262,0.1593,False,15.9,12.5,11.32,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.9,12.5,11.32,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.9,12.5,11.32,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,240,480,303,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,31.7,24.41,22.52,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.7,24.41,22.52,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.7,24.41,22.52,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,360,720,454,A,1.0,4,60,0.06666666666666667,0.03220305943597653,0.0262,0.1593,False,46.9,36.12,33.55,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.9,36.12,33.55,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.9,36.12,33.55,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,480,960,605,A,1.0,7,60,0.11666666666666667,0.04144384867012947,0.0577,0.2218,False,61.7,47.62,43.87,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,61.7,47.62,43.87,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,61.7,47.62,43.87,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,600,1200,757,A,1.0,10,60,0.16666666666666666,0.048112522432468816,0.0931,0.2803,False,76.9,59.44,54.92,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,76.9,59.44,54.92,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,76.9,59.44,54.92,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,120,240,151,A,1.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,15.9,12.09,11.31,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.9,12.09,11.31,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.9,12.09,11.31,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,240,480,303,A,1.0,4,60,0.06666666666666667,0.03220305943597653,0.0262,0.1593,False,31.4,24.19,22.24,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.4,24.19,22.24,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.4,24.19,22.24,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,360,720,454,A,1.0,8,60,0.13333333333333333,0.043885372573625556,0.0691,0.2417,False,46.4,36.08,32.82,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.4,36.08,32.82,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.4,36.08,32.82,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,480,960,605,A,1.0,10,60,0.16666666666666666,0.048112522432468816,0.0931,0.2803,False,63.0,48.94,45.16,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,63.0,48.94,45.16,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,63.0,48.94,45.16,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,600,1200,757,A,1.0,17,60,0.2833333333333333,0.05817438662555248,0.1851,0.4077,False,78.2,60.53,55.94,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,78.2,60.53,55.94,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,78.2,60.53,55.94,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,120,240,151,A,1.0,0,60,0.0,0.0,0.0,0.0602,False,15.8,12.16,11.2,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.8,12.16,11.2,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.8,12.16,11.2,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,240,480,303,A,1.0,8,60,0.13333333333333333,0.043885372573625556,0.0691,0.2417,False,31.5,24.43,22.26,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.5,24.43,22.26,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.5,24.43,22.26,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,360,720,454,A,1.0,9,60,0.15,0.046097722286464436,0.081,0.2611,False,47.0,36.7,33.75,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,47.0,36.7,33.75,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,47.0,36.7,33.75,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,480,960,605,A,1.0,15,60,0.25,0.05590169943749474,0.1578,0.3723,False,62.2,48.17,44.39,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,62.2,48.17,44.39,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,62.2,48.17,44.39,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,600,1200,757,A,1.0,27,60,0.45,0.06422616289332565,0.3309,0.5751,False,77.1,59.78,54.48,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,77.1,59.78,54.48,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_independent_small_gap
0.065,independent,small_gap,0.75,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,77.1,59.78,54.48,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_independent_small_gap
0.065,independent,large_gap,0.85,0.7,1,120,240,151,A,1.0,5,60,0.08333333333333333,0.03568120160740314,0.0361,0.1807,False,15.5,14.38,11.07,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.5,14.38,11.07,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.5,14.38,11.07,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,240,480,303,A,1.0,21,60,0.35,0.06157651067303722,0.2417,0.4764,False,31.2,28.33,22.32,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.2,28.33,22.32,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.2,28.33,22.32,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,360,720,454,A,1.0,34,60,0.5666666666666667,0.06397337409104348,0.441,0.6843,False,45.4,42.18,32.67,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,45.4,42.18,32.67,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,45.4,42.18,32.67,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,480,960,605,A,1.0,53,60,0.8833333333333333,0.04144384867012948,0.7782,0.9423,False,63.9,59.08,45.5,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,63.9,59.08,45.5,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,63.9,59.08,45.5,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,600,1200,757,A,1.0,56,60,0.9333333333333333,0.032203059435976525,0.8407,0.9738,False,77.8,72.18,55.23,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,77.8,72.18,55.23,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,77.8,72.18,55.23,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,120,240,151,A,1.0,12,60,0.2,0.051639777949432225,0.1183,0.3178,False,15.6,14.38,11.25,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.6,14.38,11.25,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.6,14.38,11.25,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,240,480,303,A,1.0,45,60,0.75,0.05590169943749474,0.6277,0.8422,False,30.6,28.39,21.68,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,28.39,21.68,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,28.39,21.68,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,360,720,454,A,1.0,54,60,0.9,0.03872983346207417,0.7985,0.9534,False,46.5,43.02,33.36,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.5,43.02,33.36,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.5,43.02,33.36,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,480,960,605,A,1.0,57,60,0.95,0.0281365716935569,0.863,0.9829,False,62.7,57.94,44.66,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,62.7,57.94,44.66,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,62.7,57.94,44.66,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,77.8,71.67,55.32,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,77.8,71.67,55.32,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,77.8,71.67,55.32,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,120,240,151,A,1.0,22,60,0.36666666666666664,0.062212300796308524,0.2562,0.4932,False,15.4,14.14,10.89,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,14.14,10.89,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,14.14,10.89,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,240,480,303,A,1.0,54,60,0.9,0.03872983346207417,0.7985,0.9534,False,31.0,28.64,22.21,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.0,28.64,22.21,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.0,28.64,22.21,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,360,720,454,A,1.0,58,60,0.9666666666666667,0.023174059571793564,0.8864,0.9908,False,46.5,42.68,33.13,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.5,42.68,33.13,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.5,42.68,33.13,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,62.3,57.41,44.13,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,62.3,57.41,44.13,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,62.3,57.41,44.13,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,77.4,71.42,54.99,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,77.4,71.42,54.99,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,77.4,71.42,54.99,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,120,240,151,A,1.0,33,60,0.55,0.06422616289332565,0.4249,0.6691,False,15.6,14.36,11.03,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.6,14.36,11.03,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.6,14.36,11.03,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_independent_large_gap
